rainfall,slope,road_quality,visibility,traffic,historical_incidents,road_type,elevation,temperature,wind_speed,risk
7.9,7.85,3.99,4.21,0.225,1,state_highway,1260.3,25.0,2.6,MEDIUM
0.0,8.12,2.73,8.99,0.232,1,state_highway,228.0,30.5,47.9,MEDIUM
0.0,9.06,5.0,9.44,0.4,0,national_highway,85.4,26.1,6.7,LOW
0.0,1.19,4.34,9.58,0.552,1,national_highway,1460.0,18.2,3.9,LOW
0.0,16.64,2.68,0.76,0.556,1,state_highway,1694.6,16.8,8.5,HIGH
0.0,4.79,4.77,9.34,0.411,0,national_highway,1076.4,20.4,6.2,LOW
21.03,11.06,2.0,2.31,0.781,1,rural_hill_road,2431.2,10.3,8.3,HIGH
17.08,6.45,4.73,1.31,0.704,0,national_highway,882.6,21.0,30.6,MEDIUM
0.0,15.32,4.0,0.48,0.811,3,rural_hill_road,1567.0,22.6,8.5,HIGH
0.0,5.5,2.68,1.82,0.106,2,state_highway,1581.2,20.1,9.0,MEDIUM
13.25,14.14,2.55,2.8,0.829,4,state_highway,549.1,26.4,5.8,HIGH
0.0,14.82,2.92,5.94,0.035,0,state_highway,1721.6,21.4,8.8,MEDIUM
7.65,6.42,4.0,2.84,0.393,4,rural_hill_road,1638.0,20.8,31.3,HIGH
0.0,2.73,4.49,8.15,0.722,3,national_highway,724.1,23.0,5.7,LOW
1.69,7.68,4.33,10.07,0.365,4,national_highway,1390.7,21.6,8.6,LOW
0.0,7.88,4.07,11.41,0.692,1,national_highway,728.3,23.8,15.6,LOW
0.0,4.58,2.78,1.18,0.261,2,state_highway,1467.7,13.6,25.2,LOW
0.33,2.29,4.1,8.54,0.514,1,national_highway,257.2,20.8,12.4,LOW
5.91,2.21,2.7,2.52,0.549,0,national_highway,1269.1,24.5,29.0,LOW
0.0,11.35,3.64,9.16,0.232,1,national_highway,543.3,26.3,18.0,LOW
0.0,2.65,4.49,10.13,0.41,2,national_highway,1071.5,19.1,9.9,LOW
19.88,13.27,1.49,1.93,0.375,2,rural_hill_road,1789.8,11.5,10.8,HIGH
0.0,12.68,4.55,12.0,0.515,3,state_highway,1320.3,20.2,12.4,MEDIUM
6.31,5.77,4.03,4.85,0.291,2,national_highway,278.5,28.9,34.9,MEDIUM
0.0,14.5,3.99,9.91,0.711,1,state_highway,1175.1,26.0,11.0,MEDIUM
0.0,21.08,2.92,1.52,0.271,2,rural_hill_road,2073.4,21.3,30.5,HIGH
0.45,5.51,4.57,7.8,0.634,0,national_highway,818.2,26.6,29.8,LOW
0.0,1.51,3.58,12.0,0.491,1,national_highway,353.6,20.8,19.5,LOW
18.58,12.04,4.16,1.3,0.483,2,state_highway,377.1,25.0,36.1,HIGH
0.0,5.81,3.34,9.8,0.715,0,national_highway,1157.7,17.3,23.4,LOW
9.82,11.01,4.22,4.41,0.568,2,national_highway,104.4,28.0,6.3,MEDIUM
0.0,6.06,2.68,11.1,0.403,0,national_highway,497.7,28.6,12.1,LOW
4.48,8.74,1.49,1.5,0.638,2,rural_hill_road,1434.7,16.7,6.6,HIGH
0.0,11.23,4.0,9.48,0.293,0,national_highway,87.4,22.9,8.2,LOW
0.0,1.02,4.15,0.84,0.302,0,national_highway,1269.7,22.1,8.5,LOW
0.0,3.55,4.33,9.09,0.188,2,state_highway,1093.2,22.8,16.1,LOW
0.0,6.81,4.71,8.89,0.242,0,national_highway,1047.9,19.9,4.5,LOW
0.0,12.49,2.24,1.68,0.543,3,rural_hill_road,1771.9,19.3,16.1,HIGH
0.0,0.76,3.63,6.71,0.395,0,national_highway,1206.7,14.1,11.6,LOW
0.0,4.77,4.79,8.77,0.386,3,national_highway,1142.8,18.3,22.4,LOW
0.0,7.8,2.43,9.81,0.164,1,state_highway,268.7,33.9,13.6,LOW
0.0,7.58,3.99,9.02,0.585,2,state_highway,757.5,22.9,8.6,LOW
3.13,6.11,3.72,5.41,0.133,1,state_highway,431.2,31.7,28.0,LOW
0.0,8.41,3.74,9.65,0.407,1,national_highway,140.0,31.4,14.7,LOW
0.0,19.65,2.64,8.1,0.15,1,rural_hill_road,2356.3,15.2,21.6,MEDIUM
5.39,11.11,4.69,4.39,0.199,3,national_highway,970.7,22.7,27.5,LOW
0.0,10.58,3.42,9.59,0.456,0,national_highway,1478.7,15.9,25.9,LOW
0.0,7.15,4.01,6.85,0.687,2,national_highway,390.1,23.0,34.2,LOW
0.0,4.44,5.0,8.61,0.191,0,national_highway,77.9,33.8,14.9,LOW
0.0,25.32,2.17,9.93,0.089,0,rural_hill_road,1190.6,23.7,9.3,MEDIUM
0.0,8.82,4.62,7.47,0.736,0,national_highway,1090.8,23.5,10.6,LOW
1.87,7.01,4.31,10.12,0.361,0,national_highway,604.7,20.0,7.9,LOW
7.37,11.25,4.55,3.04,0.327,3,national_highway,457.8,25.5,17.6,MEDIUM
0.0,9.65,5.0,11.27,0.245,0,national_highway,220.8,24.7,15.1,LOW
5.93,5.31,3.18,1.83,0.594,0,national_highway,1327.5,17.5,5.8,MEDIUM
18.63,8.31,3.74,1.75,0.433,1,state_highway,765.0,19.1,2.1,HIGH
0.8,11.22,3.86,7.72,0.492,1,national_highway,766.4,26.6,29.4,LOW
0.95,1.56,5.0,6.05,0.352,1,national_highway,516.6,26.3,20.8,LOW
0.0,7.13,4.8,11.08,0.826,0,state_highway,1476.9,15.9,15.8,LOW
6.9,7.91,4.8,3.28,0.421,1,state_highway,312.9,26.5,11.0,LOW
0.0,7.72,3.98,9.06,0.301,1,state_highway,1790.7,22.5,35.8,LOW
1.34,18.19,3.53,1.74,0.685,1,rural_hill_road,1994.0,17.1,17.0,HIGH
0.0,5.08,2.53,8.63,0.184,0,state_highway,800.4,23.9,15.8,LOW
0.0,7.63,3.84,9.62,0.925,0,national_highway,700.7,22.8,40.2,LOW
3.68,7.06,3.58,9.36,0.206,2,national_highway,64.0,30.8,27.8,LOW
0.0,7.85,3.67,10.03,0.431,0,national_highway,1065.4,20.9,5.3,LOW
17.77,9.13,4.38,1.26,0.521,2,national_highway,928.3,17.9,7.6,MEDIUM
0.0,9.38,4.24,9.8,0.667,1,national_highway,275.2,24.2,17.8,LOW
0.68,3.48,4.21,1.75,0.312,0,state_highway,1433.5,16.3,7.3,LOW
10.14,4.53,3.84,1.44,0.29,1,state_highway,972.2,30.8,10.7,MEDIUM
0.0,0.75,4.32,8.78,0.559,1,national_highway,87.0,25.4,28.1,LOW
0.0,12.69,2.38,7.45,0.461,2,rural_hill_road,1401.7,19.1,34.8,MEDIUM
0.0,3.57,5.0,10.62,0.666,1,national_highway,372.8,23.6,13.4,LOW
0.56,15.36,3.2,7.72,0.171,3,rural_hill_road,973.8,25.0,1.0,MEDIUM
9.81,12.77,4.29,3.25,0.512,3,state_highway,877.5,26.4,14.1,MEDIUM
1.0,12.09,4.46,7.49,0.312,3,state_highway,506.7,22.7,59.8,MEDIUM
0.0,13.1,2.71,9.03,0.386,2,rural_hill_road,962.5,24.7,12.7,MEDIUM
5.74,11.29,1.92,1.29,0.293,2,rural_hill_road,1787.9,22.4,5.0,HIGH
1.77,11.5,3.06,8.61,0.317,4,state_highway,867.5,22.8,22.8,MEDIUM
0.0,3.08,3.89,8.63,0.319,1,state_highway,1327.2,24.5,19.0,LOW
0.0,10.95,4.4,6.8,0.443,5,national_highway,117.1,33.8,8.9,LOW
0.0,16.68,2.53,9.9,0.816,1,state_highway,818.4,22.5,13.6,MEDIUM
0.0,13.12,1.93,4.04,0.491,3,rural_hill_road,1886.4,16.4,7.7,HIGH
1.0,2.04,2.63,6.73,0.383,0,national_highway,802.4,20.3,40.0,LOW
10.42,16.87,4.05,2.42,0.7,4,state_highway,1334.1,24.4,14.6,HIGH
0.0,24.08,3.2,2.59,0.356,3,rural_hill_road,1791.6,21.1,18.9,HIGH
0.73,8.38,2.64,5.57,0.441,2,state_highway,423.0,25.9,11.9,LOW
0.0,25.85,2.47,2.62,0.2,0,rural_hill_road,1829.0,19.9,9.5,HIGH
0.0,9.57,4.1,8.5,0.429,1,national_highway,789.3,23.6,19.8,LOW
10.62,10.68,4.8,2.46,0.255,5,national_highway,876.4,17.6,1.6,HIGH
1.55,10.26,4.18,9.81,0.548,1,national_highway,1197.3,27.0,14.9,LOW
4.05,11.86,4.15,5.99,0.455,0,state_highway,1108.6,19.2,6.8,LOW
0.0,2.42,3.89,5.85,0.525,1,national_highway,274.0,28.3,16.2,LOW
0.0,16.77,3.41,8.99,0.387,1,state_highway,874.7,26.0,11.6,MEDIUM
1.94,2.41,5.0,8.15,0.143,2,national_highway,1141.7,16.1,13.8,LOW
2.47,1.56,4.89,10.18,0.183,2,national_highway,1316.1,18.1,9.9,LOW
0.0,12.67,1.76,10.11,0.17,3,rural_hill_road,751.2,20.4,29.2,MEDIUM
5.08,8.47,2.73,3.29,0.154,0,state_highway,1119.8,16.2,6.8,LOW
0.0,16.63,3.68,10.89,0.423,1,state_highway,1543.2,15.7,9.6,LOW
15.75,5.66,3.15,0.68,0.38,1,national_highway,765.1,19.3,15.8,MEDIUM
0.0,6.45,2.75,11.49,0.754,4,rural_hill_road,1203.9,26.2,4.7,MEDIUM
0.0,22.81,3.94,1.17,0.65,0,rural_hill_road,1560.2,14.3,13.2,MEDIUM
5.01,12.77,3.36,1.87,0.146,4,state_highway,1206.8,16.4,2.3,MEDIUM
0.0,7.69,2.66,8.85,0.754,1,national_highway,694.9,24.7,5.0,LOW
0.0,9.35,4.71,11.39,0.442,1,state_highway,974.4,24.8,23.5,LOW
0.0,10.59,3.9,1.09,0.161,2,national_highway,1285.8,20.2,7.5,LOW
2.2,3.01,4.47,8.09,0.349,1,national_highway,537.0,28.3,20.8,LOW
3.84,2.46,2.54,6.33,0.327,0,state_highway,706.7,22.4,16.8,LOW
0.0,16.71,1.1,5.61,0.132,0,rural_hill_road,1313.1,23.2,25.5,MEDIUM
5.1,11.11,4.11,4.29,0.537,4,national_highway,146.7,26.4,10.3,MEDIUM
0.92,10.55,4.16,6.95,0.089,3,national_highway,967.6,20.3,26.0,LOW
8.68,6.53,4.69,2.03,0.384,1,national_highway,397.2,27.9,12.0,MEDIUM
3.94,9.71,1.82,6.56,0.49,2,state_highway,448.5,22.0,29.6,MEDIUM
1.82,10.75,3.74,10.63,0.328,0,national_highway,1293.9,19.5,32.1,LOW
7.54,7.62,4.56,3.61,0.597,0,state_highway,1622.2,16.2,11.0,LOW
0.0,11.44,4.21,8.82,0.515,5,state_highway,1486.8,14.9,14.7,MEDIUM
0.0,5.97,3.35,6.62,0.32,0,national_highway,1123.4,23.7,18.1,LOW
0.0,3.16,2.14,11.26,0.267,2,state_highway,1650.4,15.5,10.5,LOW
0.0,10.63,4.03,2.68,0.328,4,national_highway,1432.2,23.3,7.4,LOW
4.25,15.71,2.75,3.81,0.444,2,state_highway,900.5,26.0,16.0,MEDIUM
7.31,10.37,2.78,1.43,0.6,0,rural_hill_road,2298.9,19.1,14.6,HIGH
6.08,8.32,1.82,4.37,0.303,0,rural_hill_road,1032.1,20.8,17.2,MEDIUM
18.32,11.57,2.33,0.62,0.338,0,state_highway,1366.2,15.8,31.0,HIGH
0.0,6.39,3.31,8.07,0.213,2,state_highway,1446.0,17.5,5.1,LOW
0.0,13.74,2.37,10.49,0.435,2,state_highway,861.9,16.7,12.7,MEDIUM
7.32,2.4,2.74,2.87,0.259,2,national_highway,814.9,25.4,16.2,LOW
5.11,11.26,3.29,2.58,0.028,0,state_highway,413.5,31.4,2.1,LOW
15.54,15.76,3.23,1.16,0.192,3,rural_hill_road,2184.4,19.3,21.6,HIGH
0.0,8.53,2.53,7.89,0.228,0,state_highway,546.7,32.4,6.2,LOW
0.0,3.2,5.0,12.0,0.203,0,national_highway,232.6,27.2,13.8,LOW
0.0,4.81,4.65,8.52,0.635,0,national_highway,1023.7,14.0,6.9,LOW
0.0,11.12,1.84,9.02,0.641,5,rural_hill_road,1723.1,23.3,14.7,HIGH
0.0,5.12,4.33,1.99,0.109,0,state_highway,1349.9,22.7,22.1,LOW
21.6,6.92,4.49,2.36,0.101,0,national_highway,1020.3,26.9,20.8,MEDIUM
0.0,10.71,3.75,8.21,0.296,1,national_highway,306.5,21.3,7.6,LOW
7.09,24.12,1.58,3.77,0.442,4,rural_hill_road,1333.6,9.8,12.6,HIGH
0.0,9.5,3.22,11.44,0.129,0,state_highway,1197.4,24.5,21.8,LOW
0.0,3.22,5.0,2.15,0.618,1,national_highway,1214.4,23.2,10.6,LOW
3.93,13.04,2.37,9.81,0.693,1,state_highway,1582.0,19.5,30.2,MEDIUM
4.69,2.57,3.58,8.87,0.859,2,national_highway,1184.7,26.4,21.9,LOW
1.49,7.81,3.88,6.62,0.684,0,state_highway,929.9,20.3,8.9,LOW
0.0,9.42,2.67,9.52,0.536,1,state_highway,895.0,27.3,9.4,LOW
10.79,17.39,1.55,2.03,0.515,5,rural_hill_road,1575.1,14.7,37.8,HIGH
0.0,6.96,4.86,7.68,0.462,1,national_highway,169.4,23.3,4.1,LOW
3.8,1.6,3.07,6.21,0.584,1,national_highway,148.3,24.6,4.8,LOW
0.0,24.29,1.58,10.07,0.669,0,rural_hill_road,883.4,27.8,5.0,MEDIUM
1.63,7.99,3.04,10.48,0.236,1,national_highway,456.3,23.8,16.1,LOW
1.14,21.99,1.2,8.85,0.414,0,rural_hill_road,2070.2,9.0,5.6,HIGH
0.0,13.49,2.98,8.24,0.044,3,state_highway,941.8,23.8,12.0,MEDIUM
0.0,3.5,3.62,9.57,0.49,2,state_highway,1205.0,22.2,13.3,LOW
0.0,8.73,3.56,6.01,0.572,1,national_highway,1264.7,25.6,14.0,LOW
0.0,3.17,5.0,6.56,0.513,2,national_highway,1290.6,23.3,5.4,LOW
0.0,7.13,3.76,9.18,0.643,1,national_highway,1124.1,19.0,19.8,LOW
0.0,18.48,2.73,5.64,0.163,0,rural_hill_road,1813.7,13.7,7.0,MEDIUM
5.22,13.75,1.81,4.12,0.178,4,rural_hill_road,2591.0,13.4,27.2,HIGH
10.57,5.53,2.98,1.82,0.34,0,national_highway,86.2,24.9,25.3,MEDIUM
0.12,23.55,3.28,8.62,0.228,1,rural_hill_road,1758.3,18.6,9.2,HIGH
5.26,14.08,4.33,2.18,0.265,3,state_highway,1797.0,18.1,7.4,MEDIUM
0.0,11.79,2.95,8.94,0.498,2,state_highway,276.0,33.1,13.4,MEDIUM
0.23,8.78,2.54,1.27,0.096,0,rural_hill_road,1818.0,13.8,27.4,MEDIUM
7.73,1.79,3.88,3.16,0.625,0,national_highway,254.4,28.7,18.1,LOW
0.0,8.48,3.67,9.49,0.272,1,national_highway,339.9,23.9,19.6,LOW
0.0,2.2,4.28,10.05,0.289,0,national_highway,213.8,27.1,31.8,LOW
0.02,5.4,3.99,12.0,0.403,1,national_highway,1464.9,22.2,6.2,LOW
0.0,9.64,3.04,3.55,0.516,1,state_highway,482.5,27.7,23.5,MEDIUM
7.17,15.22,4.1,3.65,0.566,1,state_highway,530.9,26.1,18.7,MEDIUM
0.0,22.77,2.52,9.3,0.328,2,rural_hill_road,2504.4,11.8,3.0,HIGH
0.0,17.31,1.51,1.3,0.671,1,rural_hill_road,1884.6,14.6,13.2,HIGH
0.0,14.99,2.6,6.7,0.757,1,state_highway,476.9,28.6,16.1,MEDIUM
20.18,6.47,4.22,1.23,0.318,0,national_highway,756.5,24.1,7.0,MEDIUM
5.28,12.6,3.0,4.31,0.44,4,state_highway,1141.3,22.0,21.9,MEDIUM
0.0,21.78,2.24,11.11,0.559,3,rural_hill_road,1402.6,15.7,7.5,HIGH
5.15,21.67,3.26,1.23,0.504,1,rural_hill_road,1171.4,21.0,21.0,HIGH
0.0,9.38,2.71,8.42,0.124,1,state_highway,407.4,26.4,31.8,LOW
0.0,4.95,3.96,6.81,0.748,0,national_highway,1109.6,15.3,6.9,LOW
2.73,4.77,4.83,0.85,0.404,1,national_highway,1428.9,19.9,13.1,MEDIUM
18.58,11.61,3.12,1.42,0.229,1,state_highway,202.8,22.6,11.2,HIGH
5.06,7.39,3.6,3.88,0.485,0,state_highway,208.8,32.8,31.0,MEDIUM
0.0,8.76,2.66,10.33,0.592,0,national_highway,760.5,22.7,11.8,LOW
0.0,3.99,4.86,7.48,0.19,0,national_highway,825.5,29.5,3.8,LOW
0.0,11.73,4.39,6.92,0.119,1,state_highway,746.7,26.4,14.3,LOW
5.81,10.62,3.88,2.1,0.317,2,national_highway,954.2,17.2,3.4,MEDIUM
14.68,9.09,3.28,2.41,0.441,2,national_highway,376.4,24.8,25.7,MEDIUM
0.0,5.85,5.0,2.84,0.124,1,national_highway,1229.7,23.7,13.1,LOW
3.63,9.44,4.3,12.0,0.163,2,national_highway,878.4,18.5,6.8,LOW
0.0,14.17,2.53,9.27,0.535,2,state_highway,297.1,25.9,9.9,MEDIUM
6.88,7.94,3.58,1.74,0.703,0,national_highway,148.2,26.2,23.8,MEDIUM
0.0,10.73,3.63,10.12,0.233,1,state_highway,386.4,30.8,10.3,LOW
0.02,5.73,3.53,10.07,0.679,1,state_highway,737.0,30.7,19.3,LOW
0.0,11.67,2.62,6.19,0.611,1,state_highway,1002.1,21.4,14.2,MEDIUM
17.78,2.23,4.43,1.05,0.483,1,national_highway,1460.5,23.2,8.7,MEDIUM
5.88,2.28,3.19,3.58,0.624,1,state_highway,947.9,27.7,8.5,LOW
0.05,5.27,2.4,9.14,0.414,0,rural_hill_road,2339.2,17.5,7.3,LOW
4.4,1.68,3.72,7.08,0.504,0,national_highway,878.4,20.3,13.0,LOW
0.0,10.06,5.0,6.69,0.146,1,national_highway,390.2,30.9,21.2,LOW
28.58,2.62,4.19,1.75,0.367,0,national_highway,298.2,23.8,11.9,MEDIUM
0.0,5.93,2.49,11.23,0.241,3,rural_hill_road,1548.4,17.6,27.1,MEDIUM
18.63,8.86,4.43,2.39,0.319,1,national_highway,109.1,20.6,22.7,HIGH
0.0,9.41,3.93,9.53,0.404,1,national_highway,588.7,31.6,15.8,LOW
37.82,6.78,4.39,1.54,0.476,0,national_highway,259.3,22.6,39.2,MEDIUM
0.0,9.28,3.48,9.44,0.688,2,state_highway,267.3,28.7,6.9,MEDIUM
3.37,1.83,4.45,8.56,0.629,0,national_highway,1189.9,16.5,17.9,LOW
0.0,10.2,1.58,9.91,0.461,1,rural_hill_road,1646.9,17.9,4.4,MEDIUM
3.76,25.07,2.14,4.79,0.101,4,rural_hill_road,721.9,27.3,37.2,HIGH
21.99,12.98,2.23,1.01,0.519,3,state_highway,1368.7,18.2,19.9,HIGH
1.51,16.97,2.99,10.41,0.63,3,state_highway,1077.8,24.2,16.6,MEDIUM
0.0,6.44,2.47,8.68,0.472,0,national_highway,780.9,20.7,6.6,LOW
0.0,11.81,3.53,10.63,0.59,7,national_highway,604.7,27.4,4.1,MEDIUM
0.0,10.25,2.97,7.18,0.561,0,national_highway,725.8,24.4,18.9,LOW
3.66,7.69,3.41,8.24,0.32,3,state_highway,814.9,33.6,14.2,MEDIUM
1.1,8.11,2.5,4.27,0.353,0,state_highway,1411.3,18.6,21.7,MEDIUM
18.25,16.68,3.54,2.25,0.143,5,state_highway,705.1,31.1,20.5,HIGH
6.08,9.15,3.85,4.35,0.782,0,national_highway,862.4,28.3,8.5,LOW
0.0,11.44,2.55,1.32,0.567,4,state_highway,1269.9,24.2,19.9,MEDIUM
7.86,5.58,2.99,4.04,0.084,0,state_highway,838.7,24.7,5.4,LOW
34.54,9.98,3.57,1.74,0.765,1,national_highway,1245.3,25.2,1.1,HIGH
0.0,5.48,1.71,8.96,0.115,3,rural_hill_road,1464.3,14.7,25.8,MEDIUM
0.0,8.14,4.44,11.75,0.339,3,national_highway,279.2,23.4,20.1,LOW
4.05,4.78,2.42,9.6,0.072,2,state_highway,790.0,27.7,3.8,LOW
0.0,6.37,5.0,7.64,0.354,0,national_highway,404.0,26.1,9.9,LOW
29.46,4.51,4.06,1.75,0.591,0,national_highway,585.0,22.8,5.5,MEDIUM
0.0,7.24,2.37,7.97,0.105,1,rural_hill_road,849.7,21.1,19.2,MEDIUM
0.0,2.96,4.62,8.94,0.498,0,national_highway,864.9,29.5,6.1,LOW
0.0,15.1,2.33,2.59,0.224,2,state_highway,1376.7,19.1,24.5,MEDIUM
0.0,9.25,3.52,8.36,0.106,3,national_highway,963.1,21.6,15.9,LOW
3.07,2.48,4.18,8.49,0.181,0,national_highway,415.6,34.7,8.6,LOW
2.13,0.87,4.05,9.45,0.82,1,national_highway,1292.0,21.2,27.1,LOW
8.67,2.5,3.92,4.45,0.717,2,state_highway,426.2,29.5,4.4,MEDIUM
0.0,8.54,1.94,9.66,0.43,2,rural_hill_road,1185.8,12.7,10.7,MEDIUM
0.0,11.62,1.6,5.04,0.404,1,rural_hill_road,1585.1,23.1,25.6,MEDIUM
0.0,11.42,1.77,2.54,0.334,0,rural_hill_road,2534.1,13.7,12.5,HIGH
8.06,16.91,2.52,3.27,0.478,3,state_highway,1128.6,28.8,16.1,HIGH
0.0,8.56,4.23,7.0,0.24,3,national_highway,1185.8,25.3,38.5,LOW
10.35,16.38,3.3,4.79,0.281,4,state_highway,956.1,16.1,16.2,HIGH
0.0,9.19,4.37,7.82,0.38,1,national_highway,1405.5,24.0,7.5,LOW
8.09,4.93,4.28,2.23,0.196,0,state_highway,1376.2,14.7,10.4,MEDIUM
4.02,4.72,4.57,10.19,0.359,0,national_highway,364.1,22.9,2.7,LOW
0.0,6.58,2.86,1.49,0.528,1,rural_hill_road,1207.3,23.5,18.5,MEDIUM
2.83,2.52,3.98,2.29,0.257,0,state_highway,1602.0,16.6,10.4,MEDIUM
0.0,3.09,2.89,4.47,0.395,0,state_highway,580.3,19.6,10.8,LOW
1.32,7.83,4.0,8.96,0.615,1,rural_hill_road,2005.2,11.0,4.5,MEDIUM
0.03,10.3,3.4,8.23,0.806,3,state_highway,881.7,24.0,25.2,MEDIUM
0.0,13.38,2.14,8.74,0.451,2,rural_hill_road,1164.8,20.4,27.2,MEDIUM
0.0,9.33,3.77,8.7,0.787,4,national_highway,1437.0,24.8,18.8,LOW
0.0,2.61,5.0,9.2,0.437,0,national_highway,426.8,23.7,9.9,LOW
2.15,24.08,1.7,2.27,0.894,3,rural_hill_road,2440.9,8.4,5.5,HIGH
0.0,18.33,2.5,10.55,0.569,4,rural_hill_road,1474.4,21.7,17.7,HIGH
0.0,20.23,1.65,6.63,0.27,2,rural_hill_road,1106.6,23.8,14.7,HIGH
0.0,6.67,3.9,8.44,0.22,1,national_highway,1152.9,24.1,31.1,LOW
0.0,25.5,1.79,9.04,0.664,2,rural_hill_road,2127.0,12.4,26.6,HIGH
0.0,8.24,4.42,5.4,0.29,0,national_highway,890.0,26.9,21.8,LOW
7.24,11.41,5.0,2.07,0.398,2,national_highway,427.7,23.1,24.7,MEDIUM
0.0,13.93,2.6,11.0,0.376,5,state_highway,1190.6,24.3,27.2,MEDIUM
0.0,7.45,3.55,10.15,0.362,0,national_highway,588.6,26.1,12.5,LOW
0.87,4.13,4.29,7.19,0.297,1,national_highway,519.7,22.0,15.2,LOW
13.76,12.26,4.59,4.48,0.281,1,state_highway,1494.7,17.2,9.8,HIGH
0.0,6.92,2.42,7.15,0.562,1,state_highway,1413.0,24.2,30.3,LOW
0.0,16.68,3.94,7.35,0.203,3,state_highway,1495.4,25.3,17.5,LOW
0.0,20.2,2.6,2.04,0.538,6,rural_hill_road,2309.1,6.9,48.4,HIGH
3.85,4.82,4.36,11.38,0.414,0,national_highway,569.3,25.9,3.8,LOW
14.94,14.24,2.66,2.15,0.502,4,state_highway,1001.9,26.4,15.9,HIGH
0.0,5.19,4.18,5.79,0.33,3,national_highway,305.7,20.5,26.4,LOW
0.0,17.33,3.16,9.05,0.182,3,state_highway,369.3,33.0,6.9,MEDIUM
14.87,10.2,3.99,3.72,0.498,2,state_highway,1550.1,18.0,27.1,HIGH
0.0,21.09,3.61,10.05,0.58,3,rural_hill_road,2446.0,14.2,15.0,HIGH
1.56,6.03,2.66,9.17,0.457,1,state_highway,521.1,23.3,4.6,MEDIUM
8.25,16.25,2.75,4.46,0.46,6,state_highway,1747.6,14.4,5.4,HIGH
17.97,8.62,3.29,1.69,0.234,2,national_highway,1120.4,19.8,31.4,MEDIUM
6.5,13.34,3.84,1.62,0.474,2,state_highway,1534.3,18.9,25.7,MEDIUM
0.0,7.4,3.41,8.86,0.466,0,national_highway,1394.8,20.8,27.2,LOW
0.0,6.43,4.04,7.58,0.461,1,state_highway,1423.2,15.1,20.2,LOW
0.0,6.51,4.01,8.24,0.206,0,state_highway,882.1,21.3,41.1,LOW
0.0,13.98,3.32,11.12,0.693,3,state_highway,1087.2,17.9,26.0,LOW
0.0,11.88,3.65,6.3,0.62,0,national_highway,1459.3,23.1,13.5,LOW
0.0,3.31,3.26,10.19,0.843,0,national_highway,865.7,25.0,15.1,LOW
0.0,8.88,2.66,7.27,0.301,0,state_highway,1045.8,25.0,14.2,LOW
3.42,17.11,3.38,10.19,0.432,7,state_highway,749.3,26.0,9.4,HIGH
8.27,9.14,3.26,4.03,0.344,0,national_highway,1007.0,22.0,12.5,LOW
0.0,5.79,4.37,8.53,0.125,0,national_highway,592.0,28.0,16.6,LOW
0.0,15.02,1.91,7.27,0.416,1,state_highway,1221.7,17.7,46.3,MEDIUM
0.0,2.52,3.72,7.87,0.681,1,national_highway,152.0,24.9,9.0,LOW
0.0,2.19,3.46,6.57,0.441,0,national_highway,816.5,29.6,32.7,LOW
0.0,4.86,2.73,10.49,0.35,1,state_highway,1185.9,19.3,15.9,LOW
0.0,10.59,4.44,9.43,0.257,4,national_highway,453.4,21.0,2.8,MEDIUM
0.0,25.7,2.68,2.68,0.249,1,rural_hill_road,1324.5,15.2,13.4,HIGH
0.0,4.36,4.42,8.6,0.156,1,national_highway,251.3,28.4,42.4,LOW
0.0,5.67,3.41,7.63,0.351,0,national_highway,1259.3,23.0,6.7,LOW
0.0,8.16,3.24,11.47,0.479,0,national_highway,393.1,24.6,3.0,LOW
0.0,4.38,3.71,10.55,0.204,2,national_highway,817.3,23.8,23.4,LOW
0.0,5.73,2.86,8.64,0.099,3,rural_hill_road,1934.2,18.1,9.1,MEDIUM
11.15,11.46,4.11,4.2,0.315,1,national_highway,1210.1,22.6,42.4,HIGH
0.18,2.75,3.22,8.31,0.369,2,national_highway,1049.9,18.5,2.8,LOW
0.64,16.66,1.5,6.22,0.347,3,state_highway,1483.6,22.2,24.2,MEDIUM
0.0,8.61,2.36,8.84,0.193,0,state_highway,250.3,20.1,9.3,LOW
13.31,1.26,5.0,3.07,0.54,2,national_highway,1454.3,13.4,3.6,MEDIUM
0.0,6.24,4.8,8.24,0.053,1,state_highway,414.2,23.0,27.6,LOW
0.0,10.04,2.57,7.8,0.244,4,state_highway,601.7,22.9,13.6,MEDIUM
0.0,5.81,3.49,12.0,0.087,0,national_highway,77.4,25.4,17.1,LOW
0.0,11.01,3.76,6.54,0.261,2,national_highway,530.2,30.3,2.0,LOW
5.06,9.44,4.57,4.36,0.273,2,national_highway,892.1,17.2,4.0,LOW
0.0,12.49,3.19,5.43,0.609,1,state_highway,837.9,22.2,12.5,LOW
0.88,7.11,2.76,9.96,0.262,2,state_highway,380.9,29.9,14.5,LOW
0.37,11.11,3.87,7.43,0.513,2,national_highway,639.8,25.5,41.4,LOW
4.42,8.64,4.44,8.23,0.263,0,state_highway,1621.6,17.3,9.2,LOW
0.0,9.75,3.11,0.51,0.626,3,rural_hill_road,1805.1,13.9,8.3,HIGH
1.67,25.16,2.39,10.83,0.785,2,rural_hill_road,1666.6,19.7,19.8,MEDIUM
0.0,16.79,1.98,7.74,0.354,2,state_highway,370.4,26.9,20.5,MEDIUM
0.0,5.97,3.27,10.23,0.12,0,national_highway,1159.1,24.2,2.2,LOW
